"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
-3.2133786302735,-2.54804657767488,8.14515199553376,-7.63175096463146,4.05101501074936,-5.16011676663892,9.88749385511497,-6.56360121103042,5.75405719760841,-7.02515418576177,-0.489664711242652,-14.2349498718528,-5.87268719758195,10.862946889171,2.04950640588126,3.6393609710655,2.81748888835538,6.52818716533447,-11.0077191483444,-13.3852550308869,3.85804571263705,-4.10002766604681,5.63521857668424,9.17812330687414,-3.68668962482272,2.49471178873411,6.7175779783316,-2.98613743813856,-1.33148478113837,4.82374228262136,-6.04025792927786,3.64152412920228
-7.50224287447406,-6.71467264781017,6.20949537699101,-3.48815071181837,4.7134472084855,-0.980948298147464,7.97573069254699,-10.5238789645979,10.0221668006779,-2.96890689912544,-0.616481109929234,-10.0670390699748,-4.40509749111056,6.71782325955977,-2.15800330888938,2.41017646590221,2.53158835710248,2.0457510814491,-6.78316630293959,-9.49137658772092,5.00284538518624,-2.88373801069304,6.90721262938879,8.34059649454781,-8.01777158018842,0.515083512122344,4.53140756095769,0.949880355858529,-1.92503331178728,7.87294131857346,-9.87789328064362,4.81722789998327
-5.62854586812192,-4.87030528986895,7.13732195972444,-6.50002099030145,0.650691151657496,-3.86877344786277,8.44982569612803,-8.95445425727262,7.23643705771448,-5.86370491186175,-0.159562735210467,-13.0319803929051,-4.20636379925061,8.64838923780594,-0.457413883220878,3.01683310474912,0.62870696558879,4.05539191035579,-9.7871637990958,-12.1225048474671,4.31814730663037,-3.75919293227933,3.55150445387889,8.94916505222625,-6.21839359907204,1.06971539395839,4.37112723006327,-2.0714132800006,-3.54991412736318,11.3647581369893,-8.17346138584186,3.95381781045068
-5.23808953937611,-4.47927899591732,7.40705615334814,-0.342443111729107,4.40742759230186,2.20578758058701,7.81952659876399,-8.35856011521131,13.0414563724985,0.125170295017395,-1.03815223302858,-6.98205779257279,1.77170784128256,9.10442953094314,0.0921255958196898,0.774210827507883,3.59504627305933,4.69123820827139,-3.65393752891663,-6.33873603825861,-0.531047417718972,-4.96560756553351,7.78273695137643,9.82608100460671,-5.70297084191246,3.1156426445405,4.1944203355401,4.14921345288832,-3.86658723967515,9.90753744074963,-7.88997191344014,3.36590051506133
-8.04940573851863,-7.40308421992126,7.1784618715281,-4.83879766861613,5.94831740992023,-2.10386951251958,6.36213323314954,-11.4529050134373,8.93051873587989,-4.24514095495982,1.64432765819356,-11.0404187991834,-4.62028776966174,5.94967632963197,-3.09656309299256,2.95663958775282,1.13093026091349,1.58996536546778,-8.17325145058623,-10.5589238273312,-1.8621869805062,-4.28094112103383,7.18586632332014,6.86940310466375,-8.75029543581506,2.11343179213366,5.98440920320622,-0.274058571559284,-3.06370335079411,8.05680146101041,-10.6682537163667,3.12167253663232
-6.68872014152548,-5.98659513055583,6.66806903229561,-3.70354758553047,5.37716374338143,-1.1455611701854,6.78510374639714,-10.0343790044539,9.86816078852651,-2.98266648983668,-0.719237384363176,-9.86996293714578,5.76091390718462,7.66869546673612,-1.41676018281571,1.52033095033188,3.64052163034146,3.0241440570284,-7.04034949006802,-9.50028369444175,4.91518462148012,-5.00676450472191,6.2251934188066,8.10948652271319,-7.36905691859318,1.90710132332902,2.21751023589983,0.767679016224828,-1.20203875381752,12.1683594192535,-9.13397759313197,3.39302081859213
-5.45353706934481,-4.84826243434846,8.28571554582603,-5.03017020945429,4.13454220984624,-2.43382768538972,7.59477558013322,-8.58157188647055,8.38605932771391,-4.35740633447392,1.83808627885259,-11.2606102046224,-5.71900264351513,8.62254162240441,-0.243641354047432,1.24887946814235,1.71900162990644,4.23612794967642,-8.30983580732083,-10.7572779661038,0.311630715836198,-8.76670562178891,5.48910925034111,9.70852511389067,-6.05809689747501,1.27395397648756,6.08543841176982,-0.616130853319218,-1.78383918788823,8.28673002935879,-7.98256462952852,4.71688718794147
-5.58622495382864,-5.19384359579347,6.679534509974,-4.0651720555623,4.44567970175213,-1.20914112055834,4.31066367991195,-9.04598198738388,9.62677321166916,-3.13730626562805,-1.40017856442688,-10.3827643408072,2.41437870648499,8.33535728384781,-0.447941420356981,0.372493934668322,2.08204820987602,3.91758431903404,-7.12208790736106,-9.56730147284367,1.58322282790167,-3.76557852148223,5.06722677196122,7.98258160007287,-6.32499200165256,-0.507969378368708,2.75813598868187,0.384764933598557,-2.43734735773819,7.80517370203983,-8.28616749018577,3.82445991840651
-4.84846916756761,-4.51204324791655,8.79261726226414,-3.47197174573947,5.74711202568242,-0.881460574823013,6.51926127511091,-8.37044718190674,10.0324807637272,-2.72722516720929,1.32029780251361,-9.84637886394324,1.58741434539395,9.27126303502017,0.187520358616581,-1.54560113349787,2.3386607173977,4.80372108144078,-6.47633886442536,-9.27428447606855,3.19278009882527,-5.34888573936736,6.01514742898584,10.5802403338485,-5.59983531482401,2.79153463960372,6.27894763903379,0.880515765753327,-2.49111799749347,5.69123131630357,-7.66960899911117,2.90921352022022
-4.24357040073557,-3.54931477414078,6.71147944933467,-3.69050660051877,5.59654171191122,-1.14017655335171,8.26708301322379,-7.31226001775155,9.82190275512829,-3.06324793850515,-0.391997133324562,-10.0946437153158,-5.0863403338372,10.1051963031674,1.01547800890043,0.303127779927863,0.719674269434562,5.50239021532701,-6.93214695476254,-9.6195064580199,-0.794873529382422,-7.64155431580908,9.35195936794267,8.08796705045724,-4.87146244020196,-1.01712477794943,4.55144028799901,0.83341047540867,-0.993451017478333,13.9711139476221,-6.83687231425811,3.26020842548298
